StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1.1_consent;Condition 1 (High)Â ;Condition 2 (Low);Q3.1_attention;Q4.2_understanding;1_time_First Click;1_time_Last Click;1_time_Page Submit;1_time_Click Count;1_answer;1_solved;1_insight;1_sharing;2_time_First Click;2_time_Last Click;2_time_Page Submit;2_time_Click Count;2_answer;2_solved;2_insight;2_sharing;3_time_First Click;3_time_Last Click;3_time_Page Submit;3_time_Click Count;3_answer;3_solved;3_insight;3_sharing;4_time_First Click;4_time_Last Click;4_time_Page Submit;4_time_Click Count;4_answer;4_solved;4_insight;4_sharing;5_time_First Click;5_time_Last Click;5_time_Page Submit;5_time_Click Count;5_answer;5_solved;5_insight;5_sharing;6_time_First Click;6_time_Last Click;6_time_Page Submit;6_time_Click Count;6_answer;6_solved;6_insight;6_sharing;implicit_motivation;time_First Click;time_Last Click;time_Page Submit;time_Click Count;answer_supp;solved_supp;Q8.1;PROLIFIC_PID;Q_TotalDuration;condition;FL_5_DO_FL_27;FL_5_DO_FL_30;
06/05/2022 18:30;06/05/2022 18:37;0;159.118.222.159;100;391;1;06/05/2022 18:37;R_3PG299yTRiCQVdi;;;;;30.3817;-89.0978;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;21.205;24.587;42.885;2;He treats them all as equals ;2;3;2;44.613;44.613;55.506;1;She hit a curve ball;2;4;2;39.856;48.666;100.048;2;Jen might of saw her clutch on the black asphalt by the color of the buttons on it. Or maybe she heard it hit the ground.;2;4;2;2;;;;;;;;6102efc4b15dcadb22d8d1d4;391;0;;1;
06/05/2022 18:33;06/05/2022 18:37;0;138.43.144.47;100;249;1;06/05/2022 18:37;R_306IxfdtciIbrgu;;;;;36.6815;-84.3973;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;16.235;16.235;25.1;1;He is the priest.;1;1;1;16.256;16.256;34.272;1;The ball bounced off of a wall.;1;1;1;23.548;23.548;41.809;1;She was under a street light.;1;1;1;2;;;;;;;;5a01e188ab721b0001ef7134;249;0;;1;
06/05/2022 18:32;06/05/2022 18:38;0;207.44.78.206;100;340;1;06/05/2022 18:38;R_2TSPPIZvHVvmKTZ;;;;;41.3259;-74.8773;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;21.603;21.603;43.708;1;he is the minister who marries people;1;1;2;14.967;14.967;22.889;1;she hit it in the air;1;1;2;35.401;35.401;65.007;1;it was ordained in rhinstones;2;1;2;2;;;;;;;;5ddb44664a113aaa06465dbe;340;0;;1;
06/05/2022 18:32;06/05/2022 18:39;0;172.58.168.81;100;426;1;06/05/2022 18:39;R_2zGd5ZLJYF8Eq8a;;;;;30.3478;-81.6493;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;39.876;85.343;88.884;6;Man married 20 women at the same time.;3;1;4;18.135;78.095;83.923;7;Ball hit the wall.;1;6;4;25.908;25.908;43.729;1;I don't know.;2;4;3;2;;;;;;;;5ed0091bd374190b9b04045d;426;0;;1;
06/05/2022 18:31;06/05/2022 18:39;0;69.50.62.47;100;455;1;06/05/2022 18:39;R_1IQKxnaaAiiBHWT;;;;;44.3507;-72.3513;anonymous;EN;1;;;I pay attention;1;52.418;78.518;169.524;4;Is he the man performing the ceremony of these 20 women and their respective husbands?;1;1;5;29.248;29.248;43.05;1;She hit the ball straight up in the air;1;4;4;28.992;28.992;46.573;1;Did she drop it on her foot/feet?;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;1;52.04;52.04;56.204;1;I'm not sure;2;thank you!;5dd8529f332b3480549fd43b;455;1;1;;
06/05/2022 18:33;06/05/2022 18:39;0;66.30.168.144;100;398;1;06/05/2022 18:39;R_1Ejn40sZjZ2pivT;;;;;42.0336;-70.9495;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.292;3.379;9.368;2;He's the minister.;1;1;1;0.953;0.953;8.083;1;She hit it straight up.;1;1;1;20.062;20.062;32.832;1;I don't know.;2;1;1;2;;;;;;;;56a7b5eac89737000b225d0e;398;0;;1;
06/05/2022 18:35;06/05/2022 18:40;0;205.154.17.192;100;247;1;06/05/2022 18:40;R_DOHsdf6ADnENlhT;;;;;34.0648;-118.086;anonymous;EN;1;;;I pay attention;1;32.75;32.75;36.219;1;I don't know;3;1;1;11.012;11.012;25.019;1;She hit it up;1;2;5;20.054;28.157;38.523;3;I do not know;2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5f7012d59b7f225dc1ba2090;247;1;1;;
06/05/2022 18:35;06/05/2022 18:40;0;24.177.249.83;100;266;1;06/05/2022 18:40;R_28SRz5fO7YnX7oc;;;;;41.8006;-72.2466;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;11.133;11.133;34.286;1;The man is an ordained minister who married couples. ;1;1;1;23.149;23.149;49.201;1;She had a partner hit the ball back or hit the ball against some surface like the ground or the wall. ;1;1;1;27.604;27.604;72.3;1;She knew where the clutch had fallen and if she could walk home it wasnâ€™t pitch black. ;1;1;1;2;;;;;;;;6086a4966a8353280f6f3895;266;0;;1;
06/05/2022 18:27;06/05/2022 18:40;0;98.44.94.142;100;771;1;06/05/2022 18:40;R_3PHTLavPA5lpGhm;;;;;29.8973;-95.6463;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;6.949;30.59;50.093;4;he practices polygamy's ;1;1;1;23.149;23.149;27.915;1;I dont know;2;4;4;23.126;84.255;89.288;7;She heard the noise it made when it hit the ground.;3;1;4;1;16.692;18.157;27.691;2;because one but ride cost 1 dollars;2;;5ed3fdbdb6ee6f39f590e455;771;0;;1;
06/05/2022 18:34;06/05/2022 18:40;0;68.49.173.197;100;322;1;06/05/2022 18:40;R_3ReKL3sL2cJ8vYf;;;;;42.2807;-83.7801;anonymous;EN;1;;;I pay attention;1;36.637;100.67;112.794;3;A minister/priest ;1;5;4;19.901;19.901;28.077;1;She hit the ball straight up;1;3;3;26.378;26.378;32.107;1;It was day-time ;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;1;27.755;27.755;33.704;1;I dont know ;2;;5fd96a0ca24ce3244a2daa5a;322;1;1;;
06/05/2022 18:33;06/05/2022 18:40;0;73.59.200.58;100;460;1;06/05/2022 18:40;R_2AXbJ5E2O3A8022;;;;;34.9488;-89.9305;anonymous;EN;1;;;I pay attention;1;18.045;34.354;42.96;3;He is the minister who preformed the 20 marriages.;1;2;2;38.093;38.093;65.456;1;She bats the ball straight up and gravity brings it back to her.;1;2;2;76.973;76.973;102.434;1;If the moon was not out, it was probably still daylight.;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;31.018;31.018;72.018;1;I do not know.;2;;5d63275f9b22da000117b107;460;1;1;;
06/05/2022 18:36;06/05/2022 18:41;0;47.205.190.254;100;308;1;06/05/2022 18:41;R_1QE4obm2NUCUW0p;;;;;27.947;-82.7943;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;20.138;20.138;47.631;1;He is a polygamist, possibly a member of the breakaway sect of the LDS;1;6;6;31.868;31.868;52.097;1;There is a wall at the other end of the court.;1;6;6;17.703;17.703;37.434;1;The moon was very bright.;1;5;5;2;;;;;;;;5d0e7ce13fe2d0001999c056;308;0;;1;
06/05/2022 18:36;06/05/2022 18:41;0;104.182.89.66;100;287;1;06/05/2022 18:41;R_vxDH3TnmBeZiYAp;;;;;34.8287;-86.8889;anonymous;EN;1;;;I pay attention;1;77.72;77.72;87.388;1;I do not know;2;4;5;17.451;17.451;34.287;1;She hit it straight up in the air;1;2;1;20.444;20.444;39.372;1;she dropped it on her shoe;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5c3848fc19ceb400010c24a0;287;1;1;;
06/05/2022 18:34;06/05/2022 18:41;0;172.58.176.128;100;398;1;06/05/2022 18:41;R_RPr2MMY2OY9ZBu1;;;;;32.8964;-96.8635;anonymous;EN;1;;;I pay attention;1;16.401;44.37;48.533;2;He is a Judge, or the Pastor of a Church.;1;4;5;27.701;49.176;51.514;2;She hit the ball upwards into the air.;1;5;6;41.901;41.901;50.652;1;I do not know;2;6;7;;;;;;;;;;;;;;;;;;;;;;;;;1;36.401;36.401;46.367;1;I do not know.;2;That was fun, thank you!;5dd034d1fce606114e3bb8e0;398;1;1;;
06/05/2022 18:31;06/05/2022 18:42;0;76.184.233.238;100;608;1;06/05/2022 18:42;R_1gHIiDfehNwvrpd;;;;;33.1371;-96.7488;anonymous;EN;1;;;I pay attention;1;8.6;8.6;35.552;1;He is a preacher or minister or Justice of the peace.;1;1;1;36.176;36.176;121.496;1;She hit the ball straight up.;1;1;2;22.235;22.235;130.737;1;The clasp was metalic or something to that effect.;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;1;59.595;59.595;74.276;1;The guy is disabled?;2;;5d7e5e9b377dc300014335de;608;1;1;;
06/05/2022 18:39;06/05/2022 18:42;0;199.168.73.56;100;132;1;06/05/2022 18:42;R_3JBZoXB3PmzrPq1;;;;;37.8868;-84.5667;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.213;1.213;16.253;1;He's mormon;1;1;1;6.921;6.921;22.077;1;Someone else is hitting it back to her.;2;1;1;10.01;10.01;21.586;1;I do not know;2;1;1;2;;;;;;;;5aeaff98b128a70001b72de7;132;0;;1;
06/05/2022 18:33;06/05/2022 18:42;0;173.19.72.125;100;577;1;06/05/2022 18:42;R_2V4OADWQYxm1vQg;;;;;38.6783;-75.394;anonymous;EN;1;;;I pay attention;1;27.503;64.434;65.203;2;He is a minister or some type of official who can marry people. ;1;2;5;101.828;101.828;125.202;1;She hits the ball straight up in the air.;1;5;5;63.974;63.974;91.165;1;She dropped it at her feet.;2;7;5;;;;;;;;;;;;;;;;;;;;;;;;;1;41.919;41.919;55.063;1;He knows the person. ;2;;5dea76e109c1071948aed0ff;577;1;1;;
06/05/2022 18:30;06/05/2022 18:42;0;81.161.5.60;100;752;1;06/05/2022 18:42;R_1oBa6rWowXCkShU;;;;;40.7662;-74.0178;anonymous;EN;1;;;I pay attention;1;2.624;81.456;87.105;4;I do not know;2;5;6;2.618;74.346;77.341;4;I do not know;2;4;6;2.18;42.173;43.92;4;I do not know;2;5;6;;;;;;;;;;;;;;;;;;;;;;;;;1;3.69;60.826;63.459;4;I do not know;2;No, thanks.;60e7739644eb45bfddedf039;752;1;1;;
06/05/2022 18:34;06/05/2022 18:42;0;142.196.198.126;100;521;1;06/05/2022 18:42;R_2bD6AozGhR0ULAJ;;;;;28.2764;-80.6568;anonymous;EN;1;;;I pay attention;1;38.035;59.588;61.695;4;He's a wedding officiant.;1;4;7;1.487;101.986;106.19;2;It was on a string.;2;3;3;78.893;100.594;105.598;12;It was still daylight.;1;5;6;;;;;;;;;;;;;;;;;;;;;;;;;1;77.842;77.842;81.444;1;I do not know.;2;;5ef1980b60a4447bc1a5408c;521;1;1;;
06/05/2022 18:34;06/05/2022 18:43;0;72.196.213.208;100;515;1;06/05/2022 18:43;R_1K1knm108LDOiNK;;;;;38.8754;-77.3853;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;12.098;12.098;28.237;1;He is a priest.  ;1;3;1;23.03;23.03;92.214;1;First choice is that she hit it directly up in the air, it would turn 180 and come back down.  ;1;2;2;53.692;53.692;124.204;1;There was a street light?  Or, the clutch didn't fall on the asphalt, it fell on the grass.  ;1;2;1;1;45.001;45.001;111.656;1;The passenger is a regular commuter.  ;1;;5c75d4d6b80b460014bd0373;515;0;;1;
06/05/2022 18:31;06/05/2022 18:43;0;70.163.192.140;100;724;1;06/05/2022 18:43;R_3hlqq4WvDnXhmAv;;;;;33.6096;-112.3253;anonymous;EN;1;;;I pay attention;1;29.306;29.306;87.648;1;He is a preacher and performed the marriage ;1;1;3;56.656;69.802;73.987;6;I do not know;3;1;2;70.94;77.933;82.879;4;I do not know.;2;6;5;;;;;;;;;;;;;;;;;;;;;;;;;1;68.762;73.902;77.581;4;I do not know;3;;5bf349126f97050001e6a6e6;724;1;1;;
06/05/2022 18:41;06/05/2022 18:43;0;38.15.36.66;100;117;1;06/05/2022 18:43;R_2D06QAOSmpI40OE;;;;;40.5377;-105.0546;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.062;1.901;22.597;2;He's polyamorous;1;3;4;0.863;0.863;14.005;1;Someone else hit the ball back;2;3;2;1.022;1.022;22.748;1;She looked down;2;4;3;2;;;;;;;;61f2ad10a09e72f23cbaf7aa;117;0;;1;
06/05/2022 18:40;06/05/2022 18:43;0;73.123.37.17;100;205;1;06/05/2022 18:43;R_29oeTLG2G7gSsvM;;;;;42.5301;-71.7553;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;9.079;9.079;18.132;1;The first 19 passed away;3;4;2;12.246;12.246;26.145;1;the opponent hit it back;2;6;5;14.55;15.581;34.823;2;The zipper color gave it away against the dark background;2;5;4;1;14.96;14.96;18.707;1;i do not know;2;none, thank you;5c008a00bab6730001649924;205;0;;1;
06/05/2022 18:39;06/05/2022 18:44;0;107.77.200.186;100;271;1;06/05/2022 18:44;R_1QobccBcyyyyPPN;;;;;32.7797;-96.8022;anonymous;EN;1;;;I pay attention;1;16.541;16.541;64.018;1;I do not know;2;4;1;1.188;1.188;45.424;1;She hit it straight up;1;4;1;1.806;1.806;57.083;1;I do not know;2;6;2;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5d924b1fc48e5f0017ad2579;271;1;1;;
06/05/2022 18:40;06/05/2022 18:44;0;71.225.152.126;100;205;1;06/05/2022 18:44;R_1DpUtEnR6WBayoz;;;;;40.0711;-75.2051;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;12.962;12.962;19.126;1;He was the officiant of the weddings.;2;1;1;14.782;14.782;34.882;1;The ball would come right back down afterwards because of gravity.;1;1;1;0;0;24.567;0;There was a streetlight on.;1;3;1;2;;;;;;;;5e723ffcc1c46a022a71a6dd;205;0;;1;
06/05/2022 18:38;06/05/2022 18:44;0;162.221.132.164;100;351;1;06/05/2022 18:44;R_2q4wp6VhyIfFwPo;;;;;42.8062;-100.6215;anonymous;EN;1;;;I pay attention;1;1.683;1.683;12.839;1;he is a priest;1;5;5;23.227;23.227;49.803;1; i do not know;2;4;4;35.266;35.266;46.46;1;it landed on her foot;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;28.071;28.071;37.193;1;i do not know;2;;5a5d7a42acc75b00017a8193;351;1;1;;
06/05/2022 18:41;06/05/2022 18:44;0;69.132.253.102;100;189;1;06/05/2022 18:44;R_2s5qSkesa6v1LF2;;;;;34.9251;-80.7278;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;13.475;13.475;24.326;1;He's a minister or justice of the peace;1;2;4;23.817;23.817;43.55;1;her opponent returns the ball;2;1;4;12.221;12.221;25.214;1;I do not know;2;1;1;2;;;;;;;;5e176b2163c7a407ce2f02a1;189;0;;1;
06/05/2022 18:40;06/05/2022 18:44;0;100.19.94.69;100;254;1;06/05/2022 18:44;R_TdXBny3GXD5dVo5;;;;;39.9206;-75.1826;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;11.901;76.212;77.759;3;The man was the officiant of the marriages.;1;3;1;30.76;31.182;39.741;2;She hit the ball against a wall;1;2;1;38.103;38.103;45.325;1;I do not know;2;4;2;2;;;;;;;;60e9c78a617cbabf4732fee6;254;0;;1;
06/05/2022 18:40;06/05/2022 18:44;0;104.229.185.33;100;274;1;06/05/2022 18:44;R_RDKKgTuWNRCQwrn;;;;;43.0821;-75.6474;anonymous;EN;1;;;I pay attention ;1;51.802;51.802;55.032;1;I do not know;2;4;4;47.434;47.434;52.052;1;Someone would throw it ;2;4;3;23.552;23.552;27.427;1;I do not know;2;5;3;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;6104312c45e34d934bd27512;274;1;1;;
06/05/2022 18:42;06/05/2022 18:44;0;172.56.42.35;100;141;1;06/05/2022 18:44;R_zYlSGspE2VR6h7b;;;;;45.5411;-122.5605;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;1.172;1.172;35.162;1;He didnt tell anyone;2;6;7;0.719;11.333;11.632;2;She hit it backwards;2;6;7;19.304;19.304;30.752;1;She waited for a cars light to shine on her bag;1;6;7;2;;;;;;;;5d1520570d69240016de8af4;141;0;;1;
06/05/2022 18:41;06/05/2022 18:44;0;70.122.239.223;100;199;1;06/05/2022 18:44;R_2CCasIlTnL1ezNs;;;;;32.8131;-96.8141;anonymous;EN;1;;;I pay attention;1;13.031;13.031;33.485;1;I do not know;2;6;3;1.144;1.639;37.138;2;She hit the ball straight up in the air;1;5;3;5.062;38.781;39.545;6;the clutch has a light on it;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;6111308dc631d4011ef43a73;199;1;1;;
06/05/2022 18:39;06/05/2022 18:45;0;174.194.201.200;100;333;1;06/05/2022 18:45;R_21b0roUBudHaPmp;;;;;37.9985;-121.8878;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;11.319;11.319;29.44;1;he's pastor, priest, etc.;1;1;1;12.642;12.642;21.7;1;i don't know;2;1;1;21.643;21.643;49.113;1;metal embelishments;1;1;1;1;28.198;28.198;40.508;1;cause he gave him 5 dollars;2;;5dd31ee6181abc335d955478;333;0;;1;
06/05/2022 18:40;06/05/2022 18:45;0;98.147.152.225;100;277;1;06/05/2022 18:45;R_2qwImQOfyW7DTBe;;;;;34.0138;-118.4405;anonymous;EN;1;;;I pay attention;1;4.244;10.508;20.25;5;He is a marriage officiant;1;4;6;58.796;58.796;65.082;1;She hit it against a wall;2;5;5;12.249;55.375;62.22;2;She felt around for it;2;6;6;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5e6cade3d92ffb26677dbd84;277;1;1;;
06/05/2022 18:42;06/05/2022 18:45;0;50.200.47.2;100;194;1;06/05/2022 18:45;R_296XlRFhD9aOOTT;;;;;38.3792;-75.6307;anonymous;EN;1;;;I pay attention;1;1.06;23.061;33.326;3;The man is the pastor/ officiant;1;4;5;19.254;19.254;35.47;1;She hit it straight up in the air and gravity brought it back;1;3;5;19.029;19.029;25.566;1;It was daytime;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5ea9d795dec14d13eb7af3d9;194;1;1;;
06/05/2022 18:41;06/05/2022 18:45;0;71.207.133.87;100;239;1;06/05/2022 18:45;R_2attnfSUM6OFof9;;;;;37.5635;-77.4838;anonymous;EN;1;;;I pay attention;1;11.879;11.879;22.873;1;He is the preacher/officiant;1;5;5;18.635;18.635;30.637;1;She hit the ball straight up in the air;1;4;5;15.513;15.513;21.275;1;It was day time.;1;2;5;;;;;;;;;;;;;;;;;;;;;;;;;1;44.204;44.204;50.436;1;I do not know;2;Nothing, thank you.;61532109e21fff7c56edc8b6;239;1;1;;
06/05/2022 18:41;06/05/2022 18:45;0;73.60.188.60;100;243;1;06/05/2022 18:45;R_2cBKEwA3MiPYeue;;;;;41.3148;-72.6994;anonymous;EN;1;;;I pay attention;1;37.438;62.056;63.012;2;He is a pastor or priest who married people.;1;6;4;24.169;24.697;33.638;2;She hit it against a wall.;2;5;4;32.052;32.052;56.246;1;She was able to see her clutch immediately because it was daylight hours.;1;6;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5f406d28899a9b1a9ddd609a;243;1;1;;
06/05/2022 18:39;06/05/2022 18:45;0;24.194.32.69;100;393;1;06/05/2022 18:45;R_3rO2NcIUyn8Ex01;;;;;42.9115;-78.865;anonymous;EN;1;;;I pay attention;1;23.051;23.051;81.615;1;I don't know;2;7;4;21.11;21.11;29.585;1;I don't know;2;3;1;36.712;36.712;45.283;1;I don't know;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5bd8fabf544d4f000141d94d;393;1;1;;
06/05/2022 18:39;06/05/2022 18:45;0;172.77.28.148;100;394;1;06/05/2022 18:45;R_33xbMUnZc12L843;;;;;40.3957;-120.6461;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;7.624;7.624;60.324;1;He is Mormon ;1;6;6;41.233;41.233;52.759;1;She used a boomerang ;2;7;7;25.432;46.911;68.582;4;The street light helped her.;1;4;6;1;21.908;21.908;35.307;1;He has multiple rides in that day;2;It was really fun!;5c796f4b4855980016a15557;394;0;;1;
06/05/2022 18:39;06/05/2022 18:46;0;67.86.33.234;100;397;1;06/05/2022 18:46;R_3JEqjv33VLgIzDV;;;;;41.0287;-74.6429;anonymous;EN;1;;;I pay attention;1;1.32;1.32;69.255;1;The man married 20 women, but he has separated from them once at a time without filing for a divorce.;2;5;6;2.228;2.228;80.412;1;Denise attached the tennis ball to a boomerang and hit it in such a way that the boomerang, with the attached tennis ball, returned to her, as it's designed to do.;2;6;3;27.2;27.2;54.037;1;Jen's clutch contained shimmering components on it that reflected in the dark, allowing her to see it.;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;1;24.31;24.31;47.481;1;Bus drivers, in my experience, don't offer change to customers.;2;This was fun and interesting! Thank you!;5ffe6b8b773ec452c1d28adc;397;1;1;;
06/05/2022 18:42;06/05/2022 18:46;0;108.7.195.190;100;195;1;06/05/2022 18:46;R_1g6Xu94rGMekc6S;;;;;42.3935;-71.1836;anonymous;EN;1;;;I pay attention. I really dislike this game, it's the most overrated game ever.;1;;;;;;;;;;;;;;;;;;;;;;;;;8.228;8.228;16.925;1;He is the justice of the peace;1;1;1;31.6;31.6;36.759;1;I do not know;2;1;1;13.978;13.978;27.585;1;I do not know;2;1;1;2;;;;;;;;5fbb062e91513797e214827d;195;0;;1;
06/05/2022 18:40;06/05/2022 18:46;0;24.112.160.161;100;336;1;06/05/2022 18:46;R_2fiYtPwlGSYnRBh;;;;;40.0265;-79.5566;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;12.124;12.792;51.142;2;The man is the one performing the ceremony for the weddings.;1;4;1;14.151;14.151;44.106;1;She hit it against a wall;1;7;4;37.419;60.563;67.239;3;I do not know;2;7;4;2;;;;;;;;59639f380b835400010a797c;336;0;;1;
06/05/2022 18:41;06/05/2022 18:47;0;159.235.246.90;100;351;1;06/05/2022 18:47;R_3n3pkvt5KQeL2Gn;;;;;33.0457;-84.1515;anonymous;EN;1;;;I pay attention;1;10.936;10.936;43.303;1;He is a marriage officiant. ;1;4;5;16.961;24.957;25.206;2;She hit it straight up into the air. ;1;3;4;118.136;126.197;126.493;2;It was on the yellow paint or something ;2;6;6;;;;;;;;;;;;;;;;;;;;;;;;;1;0.777;58.739;59.141;4;The passenger is 5 dwarves in a trench coat. Just kidding. ;2;;5fc1bb340b57fd19363ec256;351;1;1;;
06/05/2022 18:42;06/05/2022 18:47;0;97.122.209.51;100;277;1;06/05/2022 18:47;R_3IbBnuWdraUsXDZ;;;;;39.7321;-104.9555;anonymous;EN;1;;;I pay attention;1;22.878;22.878;50.192;1;He must be a minister.;1;5;3;15.606;15.606;53.733;1;She hit it straight up above her.;1;5;2;41.321;41.321;54.173;1;It was daytime.;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5dd06a074ad3e2149c884661;277;1;1;;
06/05/2022 18:37;06/05/2022 18:47;0;74.129.109.98;100;634;1;06/05/2022 18:47;R_pQoSt4XogtuJNER;;;;;38.1081;-87.5256;anonymous;EN;1;;;I pay attention;1;26.977;26.977;36.428;1;I do not know;2;7;7;16.245;16.245;19.246;1;The wind?;2;5;5;41.299;66.358;69.84;2;I do not know;2;7;7;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5efe7ad27d413c3869386ef7;634;1;1;;
06/05/2022 18:42;06/05/2022 18:47;0;71.194.116.227;100;307;1;06/05/2022 18:47;R_vHQjdyO6CG6kHMR;;;;;41.3693;-88.4179;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;33.066;67.362;67.706;2;This is an old Mormon town.;1;1;1;20.523;20.523;40.291;1;She hit it against a wall whereupon it rebounded toward her.;1;1;2;64.295;77.415;77.665;3;The road is illuminated by streetlights;1;1;1;2;;;;;;;;5dc47ddd034b45342d3b2e3a;307;0;;1;
06/05/2022 18:40;06/05/2022 18:47;0;172.58.189.214;100;427;1;06/05/2022 18:47;R_2rwhAmGpjEbmT4v;;;;;38.8892;-76.9417;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;13.901;13.901;21.509;1;I do not know;3;1;1;26.5;32.525;33.079;2;I don't know;2;7;3;5.119;52.357;52.968;3;I do not know;2;5;2;1;28.522;29.581;43.707;2;They have been 9n the bus before;1;No;60a36df4d69b4a6a7a8b015a;427;0;;1;
06/05/2022 18:43;06/05/2022 18:47;0;172.118.240.38;100;296;1;06/05/2022 18:47;R_2c18MGen15qzC7g;;;;;34.2278;-118.442;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;15.512;15.512;25.741;1;He married the same women ;2;3;3;15.972;15.972;27.977;1;She hit against something ;1;4;4;21.23;58.566;59.594;2;Aha;3;3;3;1;16.812;16.812;29.97;1;He didnt say he wanted change ;1;;5ef641cad2958e10692d47fd;296;0;;1;
06/05/2022 18:42;06/05/2022 18:47;0;24.18.231.173;100;358;1;06/05/2022 18:47;R_2YLiI5iqbPCykTj;;;;;47.63;-122.2972;anonymous;EN;1;;;I pay attention;1;13.913;13.913;56.689;1;He did not sign marriage certificates officially with the women;2;2;5;12.914;28.776;41.999;3;She hit the tennis ball against a wall;3;4;4;89.706;89.706;95.742;1;I do not know;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;61588f27299f923d579de650;358;1;1;;
06/05/2022 18:42;06/05/2022 18:49;0;71.232.206.63;100;410;1;06/05/2022 18:49;R_riF9wAwUm5DI7Tz;;;;;41.3645;-71.9722;anonymous;EN;1;;;I pay attention;1;11.016;11.016;28.002;1;He is a justice of the peace or clergy. ;1;7;5;29.617;29.617;82.659;1;She hit the ball perfectly straight up into the air and eventually gravity caused it to come right back to her. ;1;6;2;35.635;35.635;55.342;1;A passing car's headlights lit the road.;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;58.183;58.183;67.121;1;I do not know;2;;5f402da30ce123154d1f3f84;410;1;1;;
06/05/2022 18:45;06/05/2022 18:49;0;73.116.134.183;100;254;1;06/05/2022 18:49;R_27UuzSk9OVAaYGm;;;;;38.6157;-121.5053;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;21.72;21.72;34.923;1;He is a priest. ;1;3;1;22.463;22.463;37.425;1;She hit the ball against the wall. ;1;1;1;27.459;30.331;32.253;3;I do not know.;2;1;1;2;;;;;;;;5e16c978783225c8108ef055;254;0;;1;
