StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1_consent,Q2.1,Q2.2,Q3.1_attention,Q4.2_understanding,11_Q5.1_First Click,11_Q5.1_Last Click,11_Q5.1_Page Submit,11_Q5.1_Click Count,11_answer,11_solved,11_insight,11_sharing,12_Q5.1_First Click,12_Q5.1_Last Click,12_Q5.1_Page Submit,12_Q5.1_Click Count,12_answer,12_solved,12_insight,12_sharing,15_Q5.1_First Click,15_Q5.1_Last Click,15_Q5.1_Page Submit,15_Q5.1_Click Count,15_answer,15_solved,15_insight,15_sharing,14_time_First Click,14_time_Last Click,14_time_Page Submit,14_time_Click Count,14_answer,14_solved,14_insight,14_sharing,16_time_First Click,16_time_Last Click,16_time_Page Submit,16_time_Click Count,16_answer,16_solved,16_insight,16_sharing,40_time_First Click,40_time_Last Click,40_time_Page Submit,40_time_Click Count,40_answer,40_solved,40_insight,40_sharing,implicit_motivation,answer_supp,solved_supp,Q8.1,PROLIFIC_PID,Q_TotalDuration,condition,FL_5_DO_FL_27,FL_5_DO_FL_30
2022-04-27 18:16:42,2022-04-27 18:23:09,0,184.90.213.90,100,387,1,2022-04-27 18:23:09,R_28YSFWztFPN9S9d,,,,,28.4883,-81.4061,anonymous,EN,1,,,i pay attention,1,26.506,26.506,32.332,1,i dont know,2,7,7,34.01,34.01,46.937,1,i dont know,2,5,4,21.26,22.865,35.747,2,it left a bump in the road,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,1,i dont know,2,very fun,5f8b30e56acaf60de565ef4f,387,1,1,
2022-04-27 18:17:32,2022-04-27 18:24:10,0,172.56.89.188,100,398,1,2022-04-27 18:24:10,R_3IZddb7VqKOAZbj,,,,,29.4213,-98.5313,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,56.682,56.682,61.755,1,i dont know,2,2,6,23.251,23.251,27.899,1,i dont know,2,3,4,70.236,70.236,74.556,1,i dont know,3,2,5,2,,,,5f78ce64cb5f144a98a4fa38,398,0,,1
2022-04-27 18:21:45,2022-04-27 18:24:17,0,98.224.139.163,100,151,1,2022-04-27 18:24:18,R_10pl7g8lRj3ChBS,,,,,42.2385,-83.1783,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,0.984,0.984,11.35,1,jack,3,3,5,17.24,17.24,31.814,1,5,2,5,6,1.229,1.229,8.173,1,I do not know,2,5,6,2,,,,5b91dc16cc81a400017a3438,151,0,,1
2022-04-27 18:12:14,2022-04-27 18:24:18,0,104.138.242.6,100,724,1,2022-04-27 18:24:18,R_OCP4NkECIgvS54R,,,,,36.0682,-80.2928,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,227.167,282.106,303.071,6,"jack of hearts, king of diamonds, queen of spades",1,2,4,24.714,24.714,82.755,1,31,1,3,2,2.802,2.802,111.481,1,I do not know,2,4,5,2,,,,5c3d07a85a994b0001c10bb2,724,0,,1
2022-04-27 18:18:02,2022-04-27 18:24:19,0,108.31.103.71,100,377,1,2022-04-27 18:24:19,R_3L8Vd25BssXkroR,,,,,38.9208,-77.036,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,36.321,36.321,44.032,1,I do not know.,3,1,1,26.31,26.31,29.096,1,16,3,1,1,89.767,89.767,93.79,1,i do not know.,2,5,1,2,,,,5d2fb8f7034d7d000164bd18,377,0,,1
2022-04-27 18:20:55,2022-04-27 18:25:17,0,69.254.197.252,100,262,1,2022-04-27 18:25:18,R_O6CsBsVjzRA12M1,,,,,32.4154,-110.9809,anonymous,EN,1,,,"i pay attention ",1,1.686,21.803,29.014,2,"he had an annulment ",2,6,5,1.305,10.751,39.153,3,"the wind blew it in the opposite direction ",2,4,5,1.909,4.941,41.285,2,she felt around for it,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,610b3dc97b4bd5a01da75f44,262,1,1,
2022-04-27 18:01:05,2022-04-27 18:25:39,0,68.102.116.247,100,1473,1,2022-04-27 18:25:40,R_2zMeCRF1qhEGOVO,,,,,37.6687,-97.2217,anonymous,EN,1,,,I pay attention,1,46.834,112.539,218.133,3,there are 20 different mans,2,3,4,81.182,183.546,218.029,7,"She bounced it straight up above her. ",1,2,2,50.028,150.634,160.519,9,"A passing driver's headlights. ",2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,"The ridders is death and gave notification with a note or sign language. Or the bus does not carry change. ",2,"I felt a large since of ""Aha"" on this brain teaser. I love brain teasers!",614d465852620924f85603c8,1473,1,1,
2022-04-27 18:20:31,2022-04-27 18:25:48,0,24.12.178.51,100,316,1,2022-04-27 18:25:48,R_3D0KlrOgf7S107f,,,,,41.946,-87.7033,anonymous,EN,1,,,I pay attention,1,28.124,28.124,34.891,1,I do not know.,2,6,6,25.183,25.183,55.295,1,Denise hit the tennis ball straight up in the air and allowed gravity to return the ball back to her.,1,2,6,21.482,21.482,25.5,1,I do not know.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know.,2,no,5ee100c8ac33db0e30697284,316,1,1,
2022-04-27 18:12:40,2022-04-27 18:25:56,0,174.192.9.204,100,795,1,2022-04-27 18:25:56,R_BtPsKXc8bXBJErf,,,,,41.5382,-72.8008,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,53.976,128.019,133.178,7,Q spade..king diamond...Jack heart,1,3,2,44.945,47.404,47.983,2,30,2,3,2,272.987,482.539,485.078,27,Take the 99L container and fill it. Empty enough of its contents in the 14L container. The leftover water is 85L. Take the 11L container and fill it until it weighs out one more L to get to 86L.,2,6,4,2,,,,62029a39ef1cb18a1337c5e3,795,0,,1
2022-04-27 18:19:37,2022-04-27 18:26:00,0,75.138.43.17,100,382,1,2022-04-27 18:26:00,R_1K1iR6mqOlTyQUM,,,,,32.8268,-85.7782,anonymous,EN,1,,,I pay attention,1,39.444,86.5,87.492,2,He was a minister performing marriage ceremonies.,1,4,4,25.408,25.408,43.08,1,She hit it straight up.,1,4,4,27.953,27.953,41.496,1,It was daytime.,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,I dont know.,2,,610a151c96de07b15f28c8cb,382,1,1,
2022-04-27 18:19:20,2022-04-27 18:26:15,0,98.250.242.105,100,415,1,2022-04-27 18:26:16,R_3kzGIL7LOnr8SJD,,,,,42.5029,-83.1021,anonymous,EN,1,,,I pay attention,1,37.238,37.238,46.841,1,they all died,2,7,6,73.093,94.818,103.579,2,dont know,3,5,2,24.323,42.466,44.729,3,she stepped on it,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,1,everyone has change,2,,5c961ee66357fb0001ef4b4a,415,1,1,
2022-04-27 18:22:18,2022-04-27 18:26:33,0,76.25.67.198,100,254,1,2022-04-27 18:26:33,R_3MPWv5J3ghuKjLV,,,,,39.842,-105.1101,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,42.074,42.074,46.632,1,I do not know.,2,4,2,46.593,46.593,49.438,1,30,2,4,2,8.582,18.798,22.282,2,I do not know.,2,5,4,2,,,,55eb04337480920010aa9e0d,254,0,,1
2022-04-27 18:23:05,2022-04-27 18:26:35,0,47.41.128.85,100,210,1,2022-04-27 18:26:35,R_2ZEMzQj4mwpokTo,,,,,43.1205,-89.3523,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,13.806,13.806,21.4,1,I do not know.,2,2,2,5.613,5.613,9.547,1,31,1,4,3,33.02,33.02,67.227,1,fill 4 25l and pour one into a 14l,2,6,5,2,,,,5bf4afe0b8e9f800014c9c0b,210,0,,1
2022-04-27 18:20:14,2022-04-27 18:26:47,0,98.52.16.217,100,393,1,2022-04-27 18:26:48,R_33j4EeVu4f8SDs0,,,,,42.2739,-89.0474,anonymous,EN,1,,,I pay attention,1,23.587,23.587,34.916,1,He was playing a game.,2,4,4,34.156,35.075,41.619,2,I do not know,2,2,1,23.43,23.43,65.701,1,She ran her foot on the ground until she felt something hit it and then she looked and found her clutch.,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Because the passenger gave the driver $5.,1,Thank you!,5eaf2b7e05ff7862e21e9d3b,393,1,1,
2022-04-27 18:23:08,2022-04-27 18:26:53,0,98.177.174.219,100,224,1,2022-04-27 18:26:53,R_22yogcp0iLxyd0t,,,,,33.5768,-112.2348,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,9.301,9.301,19.321,1,I do not know,2,4,5,2.712,2.712,16.739,1,16,2,4,4,28.624,28.624,50.908,1,I do not know,2,5,5,2,,,,615c65e4fa1c6b2e5a7d0971,224,0,,1
2022-04-27 18:14:48,2022-04-27 18:26:59,0,67.185.7.242,100,731,1,2022-04-27 18:26:59,R_2qD9KonbBzYylio,,,,,47.7345,-117.447,anonymous,EN,1,,,I pay attention,1,2.516,2.963,18.271,2,He is a pastor,1,6,5,4.555,4.555,9.927,1,I don't know,2,7,7,4.236,5.037,99.169,2,I would think her eyes were used to the dark because there were no lights on so they were already adjusted to the night making the clutch easier to see.,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,56e60e39f7957b000b18e37b,731,1,1,
2022-04-27 18:23:29,2022-04-27 18:27:03,0,24.17.44.109,100,214,1,2022-04-27 18:27:03,R_e8n3MD6Lx8MeOml,,,,,47.5834,-122.2979,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,26.407,27.866,29.46,2,I do not know,2,4,3,2.809,15.093,19.344,2,32,1,6,5,52.402,53.561,54.891,2,I do not know,2,5,4,2,,,,57334d427d01ed00098e8e69,214,0,,1
2022-04-27 18:23:30,2022-04-27 18:27:51,0,108.29.30.180,100,260,1,2022-04-27 18:27:51,R_6rq7UxS24e9wgqB,,,,,40.7852,-73.8098,anonymous,EN,1,,,I pay attention,1,2.926,18.119,32.759,3,He is a priest.,1,2,2,1.866,1.866,41.818,1,Ball is tethered,1,6,2,2.027,24.725,99.65,2,There is probably enough difference between the black asphalt and black leather clutch to be able to see it.,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5e415a5f9dd805382f0b6af9,260,1,1,
2022-04-27 18:22:44,2022-04-27 18:28:05,0,73.55.5.13,100,321,1,2022-04-27 18:28:05,R_1dbIhUKZ3qru4Vh,,,,,27.24,-82.4755,anonymous,EN,1,,,I pay attention,1,9.745,85.966,94.823,4,He is a marriage official.,1,1,4,26.893,38.726,41.863,3,I do not know.,2,7,4,28.979,28.979,61.93,1,She used the light from her smartphone to see her clutch ob the ground.,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5b3e57b3c2e381000175e656,321,1,1,
2022-04-27 18:20:37,2022-04-27 18:28:20,0,70.162.37.92,100,463,1,2022-04-27 18:28:21,R_22ys2d6Dfcbd7wS,,,,,33.6276,-112.0511,anonymous,EN,1,,,I pay attention.,1,15.275,18.954,27.11,3,He's a preacher?,1,6,6,27.986,64.364,68.826,5,No clue,2,6,6,21.423,153.875,172.257,4,Not sure maybe it landed on her foot? I have no idea.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Don't know.,2,This was a lot of fun!,5a9a6f5f35237b000112920f,463,1,1,
2022-04-27 18:23:32,2022-04-27 18:29:03,0,174.208.110.34,100,330,1,2022-04-27 18:29:03,R_RJGf5Jvajxlafvz,,,,,38.7609,-121.2867,anonymous,EN,1,,,"I pay attention ",1,11.905,14.929,44.457,3,He's the minister,1,2,2,31.842,31.842,45.028,1,She hit it up,1,4,2,17.955,17.955,28.963,1,It was day time,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,614f8a70e5ea153e8f8059d4,330,1,1,
2022-04-27 18:20:34,2022-04-27 18:29:40,0,70.126.230.144,100,545,1,2022-04-27 18:29:40,R_1DGzCehBv2WW7Ir,,,,,28.1131,-81.6241,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,22.869,203.907,215.522,7,"jack of hearts, king of diamonds, queen of spades",1,1,1,10.603,22.661,29.593,3,16,3,1,1,15.239,74.313,91.807,3,three containers of 25L and one container of 11L,1,4,1,1,"roast chicken, celery and lettuce",1,,5cd4a546242f0d0017c09fd0,545,0,,1
2022-04-27 18:13:50,2022-04-27 18:30:10,0,75.188.97.200,100,979,1,2022-04-27 18:30:11,R_WAmkknacIcuNGsV,,,,,39.3184,-82.1012,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,37.213,274.688,277.231,8,I do not know,2,5,5,170.88,170.88,175.57,1,I do not know,3,1,4,100.815,163,164.451,4,Fill up the 25L container 3 times and the 11L container once,1,4,5,1,Roast chicken and celery,1,,5c11a7bbce422b0001d681c2,979,0,,1
2022-04-27 18:27:37,2022-04-27 18:30:39,0,149.143.228.91,100,182,1,2022-04-27 18:30:39,R_1g84ZnIqDO6FwJR,,,,,40.3869,-82.4901,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,1.995,31.573,32.055,2,I do not know,2,5,4,1.635,1.635,17.53,1,31,1,2,2,7.312,7.312,57.973,1,"3x25L, 1x11L",1,3,2,2,,,,600fa796b9d3f71a82758e29,182,0,,1
2022-04-27 18:27:43,2022-04-27 18:31:25,0,76.188.236.153,100,222,1,2022-04-27 18:31:26,R_2TAe3UEAe8XXQbD,,,,,41.2307,-80.4539,anonymous,EN,1,,,I pay attention,1,6.073,6.073,36.971,1,He is a priest,1,5,6,1.295,47.532,47.823,3,I do not know,2,5,4,1.281,25.373,37.049,2,The sun was out,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,55bce852fdf99b268358f83b,222,1,1,
2022-04-27 18:25:00,2022-04-27 18:31:35,0,172.58.143.191,100,395,1,2022-04-27 18:31:35,R_2CrDd0VW77RbPt5,,,,,41.945,-87.7996,anonymous,EN,1,,,"I pay attention ",1,27.958,27.958,37.581,1,I do not know.,2,3,3,21.259,71.08,91.468,4,"She ran to the other side. ",2,4,4,13.876,68.089,79.502,4,"She tripped over it. ",2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,614918a6dcc9c2fb0bde6331,395,1,1,
2022-04-27 18:26:26,2022-04-27 18:31:46,0,75.142.137.148,100,320,1,2022-04-27 18:31:46,R_1kRMcnbaQJLQb8S,,,,,42.1921,-121.7233,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,59.934,60.134,90.772,2,i do not know,2,1,1,6.186,32.268,35.467,3,5,2,1,1,36.924,37.151,91.07,2,Start by filling up the 99L container. Then fill the 14L container from the 99L container.,2,4,7,2,,,,5c830a66d6a4d0000164097d,320,0,,1
2022-04-27 18:15:36,2022-04-27 18:31:56,0,75.18.118.66,100,979,1,2022-04-27 18:31:56,R_12bWJASNJL2uDdU,,,,,25.5972,-80.4048,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,387.459,387.459,419.947,1,"jack of hearts, King of spades, Queen of diamonds",2,2,4,79.679,79.679,82.932,1,15,2,2,1,32.753,67.194,103.999,3,fill 25L container 3 times and 11L container once,1,5,4,1,I can serve everything,2,,6267ec348d99cc16e7beb7f7,979,0,,1
2022-04-27 18:26:57,2022-04-27 18:32:26,0,24.94.250.239,100,329,1,2022-04-27 18:32:26,R_2TuxAHYtaBcQcc6,,,,,31.1498,-85.369,anonymous,EN,1,,,I pay attention,1,1.538,1.538,46.657,1,"The man was the preacher who married them, not the one getting married.",1,7,5,34.771,34.771,41.413,1,She hit the ball straight up in the air,1,1,2,29.189,29.189,40.819,1,She didn't drop it on the black asphalt,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,"The bus is one way, he'll want to take a trip back",2,,601c4e4be774df7440390622,329,1,1,
2022-04-27 18:19:45,2022-04-27 18:32:31,0,47.41.142.212,100,765,1,2022-04-27 18:32:31,R_1NFCvhggzK9TLi9,,,,,43.1205,-89.3523,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,132.373,132.373,143.63,1,No,2,4,6,37.41,37.41,45.253,1,Four,2,1,1,49.918,212.828,226.955,9,"Fill up 86L in the 99L container, measuring twice with the 25L, once with 14L, and twice with the 11L.",1,4,6,1,"Roast chicken, celery, and lettuce.",1,I love brain teasers! I may not be very good at them but they're still very fun and I enjoy having to exercise my brain. Thanks!,604fc38a4de8e6e1e0e0ea7b,765,0,,1
2022-04-27 18:18:10,2022-04-27 18:32:39,0,71.82.54.236,100,868,1,2022-04-27 18:32:40,R_3HRLYelSiQ8L06i,,,,,43.582,-83.873,anonymous,EN,1,,,I pay attention,1,23.933,35.262,35.641,2,He is a minister or magistrate.,1,6,6,1.504,2.191,402.399,2,I do not know.,2,6,6,1.322,1.322,287.813,1,I don't know.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,614dee533a453a96facba70b,868,1,1,
2022-04-27 18:30:18,2022-04-27 18:32:56,0,68.104.237.107,100,158,1,2022-04-27 18:32:56,R_3MosHspizhTPaCS,,,,,33.6861,-112.0007,anonymous,EN,1,,,I pay attention,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b26da1934ffd00001b45d8d,158,,,
2022-04-27 18:27:58,2022-04-27 18:33:05,0,104.228.97.3,100,307,1,2022-04-27 18:33:06,R_3NVTKjjBrbEoBQB,,,,,42.3126,-75.3864,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,79.027,79.389,90.533,2,"King of diamonds, Queen of hearts, Jack of spades",2,1,5,12.794,13.219,17.453,2,5,2,1,3,22.336,61.274,61.913,3,"Fill the 25 liter 3 times, putting it into the 99 each time. After that, fill the 11 liter once, pouring it into the 99 liter.",1,1,4,1,"roast chicken, celery, lettuce",1,,614ca7f8fc7cba1b74101bfe,307,0,,1
2022-04-27 18:26:05,2022-04-27 18:33:53,0,76.130.40.180,100,467,1,2022-04-27 18:33:53,R_26m6xWKZAjrbj8J,,,,,39.9636,-104.9072,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,27.085,66.977,67.478,2,I do not know,3,2,2,56.252,56.252,58.969,1,31,1,3,3,186.86,186.86,212.458,1,Keep pouring water into any container until you have 86l,1,6,5,2,,,,616c4f1eacaf6dcc36160230,467,0,,1
2022-04-27 18:27:21,2022-04-27 18:34:02,0,172.89.46.198,100,400,1,2022-04-27 18:34:02,R_1F5lZVXpSDkztff,,,,,33.8744,-117.8565,anonymous,EN,1,,,I pay attention,1,1.638,1.638,81.789,1,He's the preacher who marries couples.,1,1,1,39.757,39.757,81.772,1,She can hit the ball straight up in the air and it will eventually come back down not making any contact on its way.,1,1,1,43.396,43.396,51.074,1,It landed on her foot,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5ff75955dd81f73cc3c066cc,400,1,1,
2022-04-27 18:27:20,2022-04-27 18:34:07,0,207.87.189.250,100,406,1,2022-04-27 18:34:07,R_3P6xUHCCOP6k2RP,,,,,44.7499,-93.2081,anonymous,EN,1,,,I pay attention,1,11.287,11.287,30.168,1,He was the priest.,1,5,6,24.293,24.293,31.597,1,She hit it straight up,1,5,6,125.897,125.897,148.613,1,It was darker than the road,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,I don't know,2,,614f89c684db5a8edbbd8ab8,406,1,1,
2022-04-27 18:26:57,2022-04-27 18:34:07,0,75.143.12.215,100,430,1,2022-04-27 18:34:08,R_296xsuutWFDAtvC,,,,,32.9144,-85.941,anonymous,EN,1,,,I pay attention,1,25.921,25.921,48.121,1,he is a minister or justice of the peace,1,7,7,76.723,76.723,134.515,1,I am not sure,2,7,7,66.46,66.46,81.378,1,It was daytime,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5ce1f31a27efac0018821eed,430,1,1,
2022-04-27 18:18:34,2022-04-27 18:34:36,0,47.184.91.85,100,961,1,2022-04-27 18:34:36,R_3erggWDdYnW5Suo,,,,,33.2124,-97.066,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,24.814,444.427,467.172,80,jackH kingD queenSp,1,5,2,24.607,100.543,114.998,9,31,1,5,2,24.842,125.11,135.248,11,(3 * 25L) + (1 * 11L) = 86L,1,3,2,2,,,,5ee517175fd9cf23b3b7b7ec,961,0,,1
2022-04-27 18:28:16,2022-04-27 18:34:43,0,74.38.35.205,100,386,1,2022-04-27 18:34:43,R_1jOL0HfKhAHpBJ9,,,,,44.6707,-93.2588,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,107.002,107.002,118.171,1,heart diamond spade,1,3,3,13.58,13.58,18.588,1,31,1,1,2,74.193,74.193,95.39,1,fill the 25L three times and add an 11L,1,3,3,1,"all of them, let them choose",2,,5f8f389c0700d11741b7e476,386,0,,1
2022-04-27 18:27:30,2022-04-27 18:36:18,0,173.216.176.88,100,527,1,2022-04-27 18:36:18,R_1GOoB2omy6kFiWn,,,,,36.971,-93.716,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,260.143,260.143,266.563,1,I do not know.,2,2,2,6.251,50.915,75.587,2,31,1,3,3,47.548,47.548,71.963,1,Fill the 99L to 86L.,2,4,2,2,,,,60de3caba8fbf2e04c048e1c,527,0,,1
2022-04-27 18:28:04,2022-04-27 18:37:02,0,69.230.87.130,100,537,1,2022-04-27 18:37:02,R_DRU95O6qgNmXLKV,,,,,30.4605,-89.0856,anonymous,EN,1,,,I pay attention,1,21.505,38.444,40.399,2,AHA,3,7,4,32.637,40.658,46.325,6,I do not know,3,5,4,10.942,12.606,57.235,3,I do not know,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,616f727b03e888e0f8213eec,537,1,1,
2022-04-27 18:33:38,2022-04-27 18:37:02,0,172.58.75.210,100,204,1,2022-04-27 18:37:02,R_3rZnhmdJVwbFNyQ,,,,,36.1685,-115.1164,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,1.069,25.249,57.755,74,I do not know,2,2,2,0.528,7.912,9.002,23,16,2,5,4,0.68,3.168,6.143,10,I do not know,2,2,1,2,,,,558823c2fdf99b318cb4224b,204,0,,1
2022-04-27 18:28:29,2022-04-27 18:37:12,0,73.154.215.159,100,523,1,2022-04-27 18:37:12,R_4ZOXRbml0RCUW8F,,,,,40.5209,-80.0405,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,33.924,118.127,148.92,5,queen (far right) is spade. King (center) is a diamond. Jack (far left) is heart,1,1,5,15.44,15.44,46.451,1,31,1,1,5,111.843,111.843,172.079,1,Fill the 99L and 11L containers. pour 25L from the 99L container into the 25L container. Pour out the 25L container. 86L remain.,2,4,4,2,,,,613b53e4038b14ab5bf1f889,523,0,,1
2022-04-27 18:20:52,2022-04-27 18:37:21,0,68.36.19.211,100,988,1,2022-04-27 18:37:21,R_3RwkX7vHKyzOX0g,,,,,42.6678,-83.2917,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,161.727,161.727,226.907,1,I don't know,2,1,6,76.406,76.406,80.043,1,31,1,2,6,181.638,309.604,315.876,2,I don't know,2,1,5,1,"Roast chicken, celery and lettuce",1,No problems other than misfiring grey cells,5bd4c1d09afb5b00015c5bdd,988,0,,1
2022-04-27 18:29:20,2022-04-27 18:37:37,0,45.3.133.222,100,497,1,2022-04-27 18:37:38,R_1hKDpzmc0xrnCw3,,,,,28.3056,-81.4197,anonymous,EN,1,,,I pay attention,1,30.472,88.52,105.129,5,He has divorced the other 19 before that,3,6,7,3.278,38.835,40.837,7,I do not know.,2,7,7,3.596,40.132,41.837,9,I do not know.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5ec12ad1759b78000a4f9965,497,1,1,
2022-04-27 18:35:57,2022-04-27 18:38:57,0,67.83.158.146,100,180,1,2022-04-27 18:38:58,R_3Gf8syARNqkAEui,,,,,41.1462,-73.9966,anonymous,EN,1,,,I pay attention,1,20.029,20.029,27.231,1,He is a Priest.,1,3,5,38.358,40.654,44.238,4,I do not know.,2,4,5,24.688,26.337,28.151,4,I do not know.,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6012e262527c380ccb2a6c74,180,1,1,
2022-04-27 18:34:11,2022-04-27 18:38:57,0,173.184.161.52,100,286,1,2022-04-27 18:38:58,R_1jrc2TYjE5AiMQh,,,,,29.9207,-82.6879,anonymous,EN,1,,,"I pay attention ",1,14.235,17.085,28.401,2,"he is a lover ",2,6,6,9.68,44.544,59.049,4,"she had a friend helping her ",2,5,1,12.083,48.281,54.233,4,"it was bright ",2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5ee04a3f7dfcae39390e6553,286,1,1,
2022-04-27 18:34:35,2022-04-27 18:39:29,0,45.36.243.153,100,294,1,2022-04-27 18:39:29,R_1pu4MHQ7IoIO3eQ,,,,,36.0217,-79.7839,anonymous,EN,1,,,I pay attention,1,38.274,38.274,66.187,1,The year when there was no law against it.,3,1,1,22.679,28.53,40.099,2,The wind was high,2,6,6,6.97,40.101,47.264,3,She stepped on it,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5c65b3d45416680001bed9fa,294,1,1,
2022-04-27 18:32:43,2022-04-27 18:39:43,0,172.58.142.195,100,419,1,2022-04-27 18:39:43,R_2uwHLgW9UKO2Rxl,,,,,41.8874,-87.6318,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,125.01,125.01,131.912,1,"I do not know ",2,4,4,15.496,36.148,42.158,3,5,2,4,4,29.823,29.823,79.402,1,"3 25l and 1 11l on 99l container ",1,3,3,2,,,,5dd5e27fe25acf59990e1adf,419,0,,1
2022-04-27 18:36:52,2022-04-27 18:40:18,0,173.167.123.185,100,205,1,2022-04-27 18:40:18,R_3sdgXV5Fz53ul1I,,,,,37.722,-122.1643,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,17.02,27.483,29.816,2,No,1,1,1,12.011,34.427,35.388,2,31,1,3,4,3.63,41.662,43.261,6,3 25L and 1 11L,1,4,4,2,,,,5cb5ff63931852001cf69b28,205,0,,1
2022-04-27 18:34:41,2022-04-27 18:40:59,0,97.105.206.82,100,377,1,2022-04-27 18:40:59,R_3QKa19mUbj3ndLM,,,,,29.6654,-95.7245,anonymous,EN,1,,,I pay attention,1,37.187,39.619,43.02,4,I do not know.,3,3,1,56.198,96.502,100.335,9,"Denise should be pretty good in math and physics. ",2,3,5,34.132,38.044,41.241,5,I do not know.,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5fd80a7f7100cd12eb473a9f,377,1,1,
2022-04-27 18:36:50,2022-04-27 18:41:07,0,98.26.60.82,100,256,1,2022-04-27 18:41:07,R_UauAPKJmHoRp9FD,,,,,36.0229,-78.9464,anonymous,EN,1,,,I pay attention,1,17.617,17.617,30.791,1,The man is a priest,1,1,1,22.018,22.018,42.208,1,She hit the ball straight up in the air,1,1,1,9.49,9.49,46.721,1,I do not know.,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,He hands the driver five $1 bills,1,,58211fc787f6b90001f13f90,256,1,1,
