StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1_consent,Condition 1 (High) ,Condition 2 (Low),Q3.1_attention,Q4.2_understanding,1_time_First Click,1_time_Last Click,1_time_Page Submit,1_time_Click Count,1_answer,1_solved,1_insight,1_sharing,1_consume,2_time_First Click,2_time_Last Click,2_time_Page Submit,2_time_Click Count,2_answer,2_solved,2_insight,2_sharing,2_consume,3_time_First Click,3_time_Last Click,3_time_Page Submit,3_time_Click Count,3_answer,3_solved,3_insight,3_sharing,3_consume,4_time_First Click,4_time_Last Click,4_time_Page Submit,4_time_Click Count,4_answer,4_solved,4_insight,4_sharing,4_consume,5_time_First Click,5_time_Last Click,5_time_Page Submit,5_time_Click Count,5_answer,5_solved,5_insight,5_sharing,5_consume,6_time_First Click,6_time_Last Click,6_time_Page Submit,6_time_Click Count,6_answer,6_solved,6_insight,6_sharing,6_consume,implicit_motivation,time_First Click,time_Last Click,time_Page Submit,time_Click Count,answer_supp,solved_supp,Q8.1,PROLIFIC_PID,Q_TotalDuration,condition
2023-05-11 11:22:26,2023-05-11 11:30:17,0,141.149.35.233,100,470,1,2023-05-11 11:30:18,R_54j9lY7C6MljnEZ,,,,,40.665,-73.9523,anonymous,EN,1,,,I pay attention,1,206.989,206.989,212.379,1,because he is a polygamous,3,2,6,6,5.864,32.842,34.713,2,I don't know,2,5,5,4,26.289,52.427,54.843,3,it was still daylight,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,62911ef14fd68295d60ba83b,470,1
2023-05-11 11:16:55,2023-05-11 11:30:24,0,76.110.20.158,100,808,1,2023-05-11 11:30:24,R_bQ5T2oRMzLam76x,,,,,26.718,-80.0989,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.093,123.707,140.318,5,"All the women love him and are ok with the arrangement, so no divorces.",2,7,7,7,62.784,62.784,130.957,1,"She hit the ball so hard, that it hit a wall, and bounced back in her to direction.",1,6,7,5,45.862,46.023,198.064,2,When new ashalt is laid it has some type of sparkling items in it.  You would be able to see a black object very well.,2,6,7,6,2,,,,,,,,6367b98b4bbfbcfb15eed7a7,808,0
2023-05-11 11:15:02,2023-05-11 11:30:32,0,69.136.248.6,100,929,1,2023-05-11 11:30:33,R_2Qht0s0RfUcDWX8,,,,,39.3773,-74.6123,anonymous,EN,1,,,I pay attention,1,91.43,94.383,97.697,4,I do not know,2,6,4,7,165.272,165.427,168.044,2,She taped the ball to a boomerang.,2,6,7,5,16.067,16.067,37.776,1,I do not know,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.363,10.631,22.894,2,I do not know,2,,60079f45348bb62bdcd363ff,929,1
2023-05-11 11:25:44,2023-05-11 11:30:32,0,24.187.67.1,100,288,1,2023-05-11 11:30:33,R_1mtwgORl0TACNNz,,,,,40.6739,-73.9358,anonymous,EN,1,,,I pay attention,1,24.376,43.585,44.869,2,There is no rule preventing that,2,6,6,7,20.388,20.388,32.357,1,she didn't hit it,2,6,7,7,45.765,45.765,56.217,1,I do not know,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,644e44af7a8a169a3a8ffd52,288,1
2023-05-11 11:26:06,2023-05-11 11:30:39,0,71.47.143.10,100,273,1,2023-05-11 11:30:40,R_qClTAdLp3KyvSNz,,,,,28.5177,-81.4508,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,10.78,24.259,1,His is a minister who performed the ceremonies,3,1,1,1,19.359,19.359,30.662,1,She hit the ball against a wall,1,1,1,1,25.579,73.522,75.289,3,When the clutch fell it opened and coins fell out and she saw them against the black asphalt.,3,1,1,1,2,,,,,,,,5c365b5e8821900001b3876c,273,0
2023-05-11 11:28:11,2023-05-11 11:30:55,0,174.198.130.55,100,164,1,2023-05-11 11:30:56,R_1dMKuLA1ZA6AJPO,,,,,39.7388,-104.9868,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.924,7.924,16.606,1,He learnt to live peacefully with them,2,7,6,7,7.757,7.757,12.357,1,She was a good player,2,7,6,7,21.892,30.33,35.273,3,By looking down on the hallways,2,7,7,7,2,,,,,,,,6421550a8fe96d75b3511fcf,164,0
2023-05-11 11:21:34,2023-05-11 11:30:56,0,100.1.23.125,100,562,1,2023-05-11 11:30:57,R_2WAK9UioWhu0ET1,,,,,40.8548,-74.0284,anonymous,EN,1,,,I pay attention,1,32.024,91.445,93.755,2,The man preformed the wedding service for these women. He is not married to them.,1,7,5,5,56.155,56.155,86.478,1,The ball was attached to her racket with a string.,2,7,2,5,54.441,54.441,131.254,1,Her small clutch was a light color that stood out from the new black asphalt even in the dark.,2,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.615,54.615,65.057,1,I do not know.,2,,63e630188c3e4ac4a92b1ff5,562,1
2023-05-11 11:26:14,2023-05-11 11:31:01,0,73.42.55.47,100,286,1,2023-05-11 11:31:02,R_AunoR89QtPWNK3n,,,,,30.1909,-85.6696,anonymous,EN,1,,,I pay attention,1,12.779,12.779,20.56,1,He is a preacher,1,4,4,4,69.368,69.368,78.303,1,I do not know,2,5,7,6,40.769,40.769,51.883,1,The golden snap?,2,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63eb13f36c0fe9ba20d45234,286,1
2023-05-11 11:14:49,2023-05-11 11:31:03,0,50.24.7.175,100,974,1,2023-05-11 11:31:04,R_1d63c8NCHLx8QbX,,,,,38.3274,-81.669,anonymous,EN,1,,,I pay attention,1,68.36,103.906,163.73,2,I do not know,2,7,7,4,1.735,128.088,142.857,3,She hit it against a wall,2,7,7,7,7.103,7.103,234.944,1,It was daylight outside,1,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5fcc103fb2ab80a01f32f7ae,974,1
2023-05-11 11:15:11,2023-05-11 11:31:06,0,24.12.67.141,100,954,1,2023-05-11 11:31:07,R_BGkxaPJ3Awhp2Qp,,,,,41.8482,-87.6521,anonymous,EN,1,,,I pay attention,1,16.547,16.547,39.476,1,"He officiated 20 weddings, in that sense he ""married"" them.",1,4,5,7,1.256,12.284,48.666,2,She'll send the ball straight up into the air. Gravity will make it turn 180 degrees (i.e. fall) and return straight to her.,1,2,5,7,1.292,1.292,62.385,1,This was during the day. The sun was out.,1,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.22,46.986,51.58,4,hmmm I don't know,2,,5bdbf2d92562330001b8d056,954,1
2023-05-11 11:20:48,2023-05-11 11:31:08,0,45.49.167.113,100,620,1,2023-05-11 11:31:08,R_2CvNc8g0smQRf3a,,,,,33.7188,-118.0033,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.879,31.09,32.274,2,"He is the minister ",1,4,3,7,39.195,60.623,61.801,2,"She hit the ball straight up ",1,6,6,7,89.902,115.38,116.552,2,"It landed on her foot ",1,6,5,7,1,75.666,108.501,109.794,2,I don't know,2,No problems,63ff949bf1ef828defa7891a,620,0
2023-05-11 11:15:37,2023-05-11 11:31:18,0,108.184.174.187,100,941,1,2023-05-11 11:31:19,R_yjT6otngPv2Nk2Z,,,,,34.1091,-117.7126,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.605,6.605,27.623,1,They're polygamists.,1,4,1,1,1.566,1.566,54.581,1,She hit it at a wall.,1,4,1,4,14.436,41.997,62.858,3,The moonlight shined on it.,1,4,1,4,2,,,,,,,,5d96eeed1998fb00177f6b71,941,0
2023-05-11 11:27:14,2023-05-11 11:31:29,0,24.107.187.243,100,255,1,2023-05-11 11:31:30,R_31T2d75hxwt2Q64,,,,,38.5943,-90.2321,anonymous,EN,1,,,I pay attention,1,32.61,37.744,55.577,2,He's the person who performs marriages for other couples,1,2,1,7,39.095,39.095,54.672,1,She hit the ball straight up in the air,1,1,1,7,27.509,27.509,39.18,1,"She dropped the clutch on her foot. ",2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5ad13714a010190001b35d66,255,1
2023-05-11 11:23:49,2023-05-11 11:31:43,0,71.178.249.220,100,473,1,2023-05-11 11:31:43,R_2vYpVR4yZZZ5nAO,,,,,39.2756,-77.2115,anonymous,EN,1,,,I pay attention,1,18.612,18.612,34.147,1,He is the paster or clergy,1,4,7,7,22.641,22.641,39.066,1,She hit it straight up in the air,1,6,7,7,28.65,28.65,47.065,1,It's daytime and the sun is out.,1,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,112.474,112.474,135.997,1,Because they handed the driver 5 one dollar bills,1,Great survey and brain teasers!  Thank you for allowing me to participate.,645396c0550cfd6559004c7e,473,1
2023-05-11 11:29:22,2023-05-11 11:31:43,0,96.224.36.122,100,141,1,2023-05-11 11:31:44,R_2fCZycWY7VOhLrF,,,,,40.7637,-73.7695,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.389,24.958,30.833,6,he is a priest,2,5,5,5,14.673,14.673,29.246,1,she hit it against a wall,1,3,3,2,11.425,11.425,14.491,1,it had a shiny clasp,2,1,2,2,2,,,,,,,,60ccbffae161aadb1880ad6c,141,0
2023-05-11 11:20:36,2023-05-11 11:31:55,0,67.42.90.92,100,678,1,2023-05-11 11:31:55,R_d0z6PBLGNCER44x,,,,,47.36,-122.6015,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.453,40.453,49.846,1,I don't know.,2,1,2,2,78.157,78.157,129.724,1,She was on the tennis court playing with an opponent.,2,1,2,3,78.06,78.06,128.337,1,I do not know.,2,1,2,3,2,,,,,,,,5bde6c564842880001308324,678,0
2023-05-11 11:15:38,2023-05-11 11:32:12,0,69.251.50.46,100,994,1,2023-05-11 11:32:13,R_2vcOANj9I36SMol,,,,,38.6273,-76.9859,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.437,52.098,57.735,8,"The man is a priest that ""marries"" women as in he holds marriage ceremonies for others.",2,2,2,5,1.756,26.917,56.643,3,She hit the tennis ball into a wall and it bounced back to her.,1,4,4,4,12.281,64.816,73.379,8,Jen felt her clutch slip from her arm and heard it hit the ground.,2,6,5,5,2,,,,,,,,59ff81fd5d06850001afeeab,994,0
2023-05-11 11:23:25,2023-05-11 11:32:45,0,166.194.136.20,100,559,1,2023-05-11 11:32:46,R_1n1oMj4IXwgiv5w,,,,,41.85,-87.7165,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.787,11.787,45.975,1,He is the preacher or priest that oversaw the ceremonies of marriage for the 20 women,2,5,7,7,42.542,128.924,147.206,4,"She either hit it straight up in the air or hit it at a wall, as both scenarios, the wall, and gravity would, after a bit, cause the ball to turn 180 degrees and return to her ",1,2,7,7,43.723,64.843,82.881,2,"Because there were street lights to allow Jen to see, she wasn't in complete darkness ",1,4,7,7,1,62.754,62.754,67.855,1,I do not know,2,"No problems, great survey. Really fun, thanks.",63b6c0863cac38cef51210a4,559,0
2023-05-11 11:22:26,2023-05-11 11:32:58,0,71.233.185.231,100,632,1,2023-05-11 11:32:59,R_1GBJ3eNA2wi8f1U,,,,,42.3513,-71.137,anonymous,EN,1,,,I pay attention,1,17.844,17.844,47.884,1,he just married them,2,7,7,7,51.106,51.106,64.196,1,she hit it at an angle,2,7,7,7,43.815,44.401,110.48,2,she picked it as soon as she dropped it,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.936,33.936,48.396,1,she had already paid a dollar,2,none,633a1edafcc711e64f937917,632,1
2023-05-11 11:31:29,2023-05-11 11:33:02,0,174.198.130.55,100,93,1,2023-05-11 11:33:03,R_1N87bRIz9JZSlIw,,,,,39.7388,-104.9868,anonymous,EN,1,,,I pay attention,1,1.402,6.887,13.681,2,He was a polygamist,2,7,7,6,1.494,1.494,7.745,1,She shot it closely against the wall,1,7,7,7,1.91,1.91,8.357,1,She was it under the moonlight,2,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,64046e75dff33633131b49b9,93,1
2023-05-11 11:27:18,2023-05-11 11:33:25,0,76.171.173.154,100,367,1,2023-05-11 11:33:26,R_1K2b4gTkKVY6nqv,,,,,33.1062,-117.2947,anonymous,EN,1,,,I pay attention,1,7.252,28.282,56.168,3,He is a priest and married them.,1,5,6,6,2.685,70.388,88.463,3,She hit the ball in the air and gravity caused it to come back down.,1,5,6,6,1.997,72.1,88.932,3,It reflected some light from the stars and was darker than the paved road.,2,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63ffcb367b500c516d0648a2,367,1
2023-05-11 11:28:53,2023-05-11 11:33:27,0,67.253.201.215,100,274,1,2023-05-11 11:33:28,R_2Cf61mTG9n27xjM,,,,,43.2138,-77.4575,anonymous,EN,1,,,I pay attention,1,13.303,13.303,21.35,1,he is a clergyman,1,4,2,4,42.73,42.73,51.628,1,I do not know,2,4,4,4,22.348,22.348,69.897,1,the brass hardware?,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,62c97a70d02df972bdfc2718,274,1
2023-05-11 11:16:38,2023-05-11 11:33:46,0,24.154.208.100,100,1028,1,2023-05-11 11:33:47,R_2woa6WsCAoXfCKT,,,,,40.6124,-80.064,anonymous,EN,1,,,I pay attention,1,37.972,37.972,137.901,1,He is a priest and presided over the marriage ceremonies.,1,4,4,5,40.105,211.385,217.71,6,She hit the ball upwards in a vertical path.,1,3,4,4,40.887,144.962,153.207,7,It was daytime so the sun was still out to provide lighting.,1,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6449b6ac80df4eb6727b570c,1028,1
2023-05-11 11:22:42,2023-05-11 11:33:54,0,67.0.15.19,100,671,1,2023-05-11 11:33:54,R_2zZuRyJNzC0f77b,,,,,35.2485,-106.6818,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.404,7.404,45,1,Polygamy is legal in this man's town.,1,6,1,7,14.91,14.91,59.791,1,Denise was hitting the tennis ball against a wall.,1,5,1,7,17.63,102.403,111.394,3,There was enough moonlight or light pollution to illuminate her clutch on the road.,1,7,1,7,1,42.303,120.818,131.687,5,The passenger did not say anything to the bus driver about receiving the bus card instead of $4 change.,2,,5c3a87a61ede2b000115cf76,671,0
2023-05-11 11:28:22,2023-05-11 11:34:06,0,71.64.9.47,100,343,1,2023-05-11 11:34:07,R_1q1FNrKUJXJVmpU,,,,,41.2779,-84.3578,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.944,50.025,61.228,3,"None of the women knew about one another. ",1,1,1,1,14.671,25.193,41.727,2,Denise spent a lot of time practicing this particular move in order to make the bet to win.,2,2,1,1,26.773,80.66,103.826,4,She was able to see the clutch because it's metal latches were reflecting light.,1,3,2,4,2,,,,,,,,5ca3ccae7958d0001689df68,343,0
2023-05-11 11:31:08,2023-05-11 11:34:15,0,68.11.179.32,100,187,1,2023-05-11 11:34:16,R_2SlEdkj8JP5O66o,,,,,30.1597,-92.0258,anonymous,EN,1,,,I pay attention,1,8.592,8.592,28.088,1,the man is a priest who presided over many weddings.,1,1,1,5,17.163,17.163,47.712,1,Denise hit the ball straight up in the air and it came down to her.,1,1,1,4,31.68,31.68,44.879,1,Jen was walking during the day.,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,55a43278fdf99b02ff6caf89,187,1
2023-05-11 11:28:49,2023-05-11 11:34:20,0,199.66.169.163,100,331,1,2023-05-11 11:34:21,R_2YYaZGiOnH0PNGw,,,,,32.729,-114.6251,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.236,40.236,46.089,1,I do not know,2,4,4,4,36.349,36.349,51.85,1,Someone hit it back to Denise,2,3,4,3,64.209,64.209,70.729,1,I do not know,2,3,4,3,2,,,,,,,,60fcdd3be2ae9576df065728,331,0
2023-05-11 11:24:17,2023-05-11 11:34:43,0,69.131.117.166,100,625,1,2023-05-11 11:34:44,R_2TBDPyuFQXsVzlL,,,,,35.8893,-96.0858,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.377,57.214,63.506,4,I don't know,2,1,1,4,14.645,19.809,30.053,2,Someone hit or threw the ball back to her,2,1,1,4,17.316,114.08,121.245,4,By the moonlight?,1,1,1,4,2,,,,,,,,5ba802ee60f3d5000169e5da,625,0
2023-05-11 11:24:52,2023-05-11 11:34:47,0,107.77.216.18,100,595,1,2023-05-11 11:34:47,R_3kFeMyxNJYqy3lV,,,,,28.6344,-81.6221,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.595,17.295,38.84,3,"Polygamy is legal in that town ",1,1,1,7,24.015,37.518,46.796,4,She hit it against a wall/fence,1,1,1,3,100.199,125.442,136.022,3,"I do not know ",2,4,2,7,2,,,,,,,,614f64af286f5a5cc8fa849d,595,0
2023-05-11 11:33:33,2023-05-11 11:34:50,0,174.198.130.55,100,77,1,2023-05-11 11:34:50,R_2D6p1Zwa2fgDdN3,,,,,39.7388,-104.9868,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948,4.889,11.605,3,The man is a polygamist,1,7,6,7,1.86,7.939,7.957,2,She hit the ball against the wall,1,7,6,7,0.943,1.972,11.733,2,She found it under the influence of the moonlight,1,7,6,7,2,,,,,,,,642954d588469609635ad049,77,0
2023-05-11 11:28:28,2023-05-11 11:34:54,0,192.184.226.233,100,385,1,2023-05-11 11:34:54,R_1DpZLFFC1HfQVr9,,,,,37.8051,-122.272,anonymous,EN,1,,,I pay attention,1,16.704,93.633,97.469,8,he is area no court and much understanding the people,2,6,5,6,4.22,56.901,88.386,7,Ball is fly at 180 degree so ball is repeated in correct face,2,5,6,5,58.368,58.368,71.064,1,I do not know,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,58dcfe010674970001e928e5,385,1
2023-05-11 11:21:01,2023-05-11 11:35:25,0,173.71.151.156,100,864,1,2023-05-11 11:35:26,R_3rZlWnI5XUyPPrd,,,,,37.1235,-76.4502,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.983,54.084,68.179,4,Man must be a priest,1,6,6,5,59.268,316.601,328.523,9,She hits the tennis ball with top spin as it travels in the air the topspin causes the reverse spin,1,3,3,6,20.953,93.458,99.686,5,she turned on her smartphone flash light on,1,6,6,6,1,6.904,63.741,64.069,3,passenger paid with a $5 bill,1,Thank you!,5d612ae16512d700159face7,864,0
2023-05-11 11:23:29,2023-05-11 11:35:36,0,75.187.248.45,100,726,1,2023-05-11 11:35:37,R_3HLkqHbjHoiv8H7,,,,,41.2395,-82.5975,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.05,50.799,80.599,3,he is not married to them he married them to other men,2,4,3,5,17.876,17.876,190.937,1,hit it off the wall,1,3,5,5,159.195,159.195,167.012,1,she stepped on it,2,4,3,5,1,43.834,57.049,57.629,2,he is a regular bus rider,1,no,60fdbd971aab70ac228ed016,726,0
2023-05-11 11:14:44,2023-05-11 11:35:39,0,74.108.82.173,100,1254,1,2023-05-11 11:35:40,R_PCArPS0Z4CxbXFL,,,,,40.8275,-73.1225,anonymous,EN,1,,,I pay attention,1,2.276,2.276,85.605,1,"He is in a polyamory marriage and it's legal where he lives. ",2,5,2,4,1.819,1.819,56.502,1,I do not know,2,2,2,1,636.62,636.62,641.833,1,I do not know,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5e4e844553bc702cdf68404d,1254,1
2023-05-11 11:27:02,2023-05-11 11:35:40,0,174.196.200.0,100,518,1,2023-05-11 11:35:41,R_yU5OYwLHUawh0nT,,,,,42.3737,-71.1284,anonymous,EN,1,,,I pay attention,1,18.858,18.858,22.103,1,is not a bigamist and is not a Mormon and yet he broke no law. How is that possible?,2,7,6,7,9.777,9.777,14.502,1,Her,2,7,7,7,57.643,57.643,64.104,1,"Interesting ",2,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.969,14.969,18.004,1,"Yet the bus driver immediately realizes, for sure, that the passenger wants the card, rather than a single ride and chang",2,,63d7a6a997f03198526a1941,518,1
2023-05-11 11:30:36,2023-05-11 11:35:49,0,174.23.31.134,100,313,1,2023-05-11 11:35:50,R_22ofw1cAvDWySpf,,,,,40.6981,-111.9999,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.552,18.94,29.976,2,"He lives alone ",2,1,1,1,10.999,27.723,34.205,3,Because it was hit back to her,1,2,1,2,19.653,19.653,43.506,1,I do not know,2,1,1,2,1,25.253,27.704,58.662,3,Because each ride is a dollar and five dollars covers five rides on the card,2,,613005169125398ab6501688,313,0
2023-05-11 11:30:52,2023-05-11 11:36:14,0,50.81.148.214,100,322,1,2023-05-11 11:36:15,R_1C2YgMrKEjwJnWU,,,,,30.2954,-89.3843,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.928,16.616,21.794,2,The man is a priest.,2,1,1,1,18.57,18.57,56.004,1,The ball hit the ground before it flew back to her.,1,1,1,1,15.003,16.076,74.472,2,The clutch had something shiny on it.,2,1,1,1,2,,,,,,,,62e02b1ed5b0fbc1b1dc09e7,322,0
2023-05-11 11:30:20,2023-05-11 11:36:14,0,172.56.90.73,100,353,1,2023-05-11 11:36:15,R_2OYEGK8RpfwCeJz,,,,,30.1826,-97.7394,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.93,18.93,42.437,1,He was the pastor that married the couple,2,5,6,5,20.952,23.074,40.067,2,She hit it while turning around,2,4,5,5,21.774,38.648,39.57,3,It fell on the yellow line,2,5,5,5,2,,,,,,,,60ac7a50983ea0c457785122,353,0
2023-05-11 11:27:03,2023-05-11 11:36:31,0,174.231.132.60,100,567,1,2023-05-11 11:36:31,R_2tFh60f8dkp99qm,,,,,47.6109,-122.3303,anonymous,EN,1,,,I pay attention,1,26.6,28.601,32.056,2,The man is a priest,1,7,6,7,155.767,191.445,195.169,3,Denise shoot the ball in a vertical way,2,7,7,6,1.208,3.704,9.063,2,It was daylight,1,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.501,5.501,10.302,1,The passenger gave five 1$ bills to the bus driver,1,,6429597d55809d51e610524e,567,1
2023-05-11 11:31:59,2023-05-11 11:36:34,0,67.252.54.89,100,275,1,2023-05-11 11:36:35,R_3oLe6APtxfYiwb1,,,,,42.4912,-78.4832,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.782,35.782,40.769,1,I do not know,2,5,3,7,32.056,32.056,44.951,1,"She was hitting the ball against a wall. ",1,5,5,7,21.033,21.033,32.773,1,She dropped it on one of the lines.,2,3,3,5,1,21.516,22.246,30.781,2,The bus does not give change,2,,63e52076fc677ee3ccce9a4d,275,0
2023-05-11 11:32:43,2023-05-11 11:36:47,0,73.115.141.40,100,243,1,2023-05-11 11:36:48,R_2uIJTfQMIFmKOm5,,,,,30.0524,-95.3707,anonymous,EN,1,,,I pay attention,1,22.354,23.521,39.535,2,He didn’t legally marry them?,2,4,2,6,15.83,17.827,21.014,2,"I don’t know ",2,3,2,3,15.489,29.525,29.936,4,"I don’t know ",1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.819,19.819,22.864,1,I don’t know,3,,60ffd5830c84e79af35b8080,243,1
2023-05-11 11:30:21,2023-05-11 11:37:00,0,24.209.170.201,100,399,1,2023-05-11 11:37:02,R_3p9h1BkiDXmwelJ,,,,,43.014,-88.2783,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.011,20.011,59.012,1,"Perhaps the man is a priest or pastor and has performed wedding services, thus marrying couples",1,5,1,7,42.297,42.297,67.084,1,Denise is using some sort of practice machine which returns the ball to her,1,3,1,7,30.404,37.691,46.478,2,the road was well lit,1,3,1,7,1,36.429,36.429,51.025,1,"because the rider walked away, not expecting change",1,,6334b0fc574064de4e68f578,399,0
2023-05-11 11:14:35,2023-05-11 11:37:16,0,71.60.229.116,100,1360,1,2023-05-11 11:37:16,R_WfxrdOoFJWDXOzD,,,,,40.3926,-79.9052,anonymous,EN,1,,,I pay attention,1,117.269,468.868,477.645,25,"I think this man is a priest or religious person who presides over marriage  ceremonies. ",1,4,4,7,211.157,211.157,228.244,1,I do not know.,2,5,5,1,162.344,193.206,200.405,3,It was daytime.,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,62896076149e8f156545884c,1360,1
2023-05-11 11:31:01,2023-05-11 11:37:38,0,172.58.181.196,100,397,1,2023-05-11 11:37:39,R_2YypZMMGcH4Bvpi,,,,,32.7319,-96.9057,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.118,41.453,64.402,2,"He is the priest. ",2,7,7,7,36.109,40.628,63.666,2,"Denise hit the ball against the wall. ",1,7,7,7,22.2,31.657,58.331,4,Because of the part that closes the bag,2,4,7,7,1,38.821,38.821,46.83,1,"Because he rides the bus regularly ",1,,5d1ad6202ba4ad0001d623be,397,0
2023-05-11 11:34:03,2023-05-11 11:37:44,0,172.58.4.47,100,220,1,2023-05-11 11:37:45,R_115AHMgAEYApcMx,,,,,33.7697,-84.3754,anonymous,EN,1,,,"I pay attention ",1,18.114,22.612,22.632,2,"I do not know ",2,7,7,7,33.028,33.028,45.053,1,"The momentum of the ball sent it back to her. ",2,6,5,5,20.651,36.288,36.31,2,"It was a different color than the asphalt. ",2,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,59f0acf65de9b000017ed914,220,1
2023-05-11 11:31:34,2023-05-11 11:37:50,0,204.111.137.39,100,376,1,2023-05-11 11:37:51,R_3r241iBSslsOrlF,,,,,38.1551,-79.0608,anonymous,EN,1,,,"I pay attention ",1,31.234,50.751,58.234,2,I do not know,2,4,5,6,32.756,32.756,38.403,1,"I do not know ",3,4,3,3,34.569,34.569,42.629,1,"I do not know ",2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63e63f77c742a91baf498dd0,376,1
2023-05-11 11:15:13,2023-05-11 11:38:16,0,67.169.51.158,100,1383,1,2023-05-11 11:38:17,R_1hEWmu10M74cuy3,,,,,36.9689,-121.9903,anonymous,EN,1,,,i pay attention,1,46.804,46.804,122.82,1,i feel this possible bacuse he could be morally deciplined both his wifes too,1,6,6,1,7.265,45.542,130.68,2,"i feel the ball would have had contact with something before turning back 180 degree back to her ",1,6,6,5,40.197,491.343,495.347,7,no idea,3,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63d3f987619fb984bbfd9693,1383,1
